firstName,lastName, LoanBalance , ArrearsBalance ,ArrearsDays,RepaymentAmount,LVR,JointLoan,LPI, SecurityValuation , RelationshipBalance , SavingsBalance ,SavingsBalanceOne,SavingsBalanceThree,ArrearsBalanceOne,ArrearsBalanceThree,ArrearsDaysOne,ArrearsDaysThree,TransactionQuantityOne,TransactionValueOne,TransactionQuantityThree,TransactionValueThree,AppUsageOne,AppUsageThree,InternetUsageOne,InternetUsageThree,BranchVisitsSix,Gender,Age,ResidentialPostcode,DefaultOccurred
Bonnibelle,Ion,7281.00,4789.00,791,7256.00,100,No,No,9989.00,4328.00,3365.00,88,55,45,90,86,91,48,40,41,91,87,75,82,56,92,Female,4,35180,Yes
Barbe,Waker,5354.00,9395.00,640,2258.00,29,No,No,3658.00,2187.00,8110.00,12,1,89,70,92,20,3,95,96,35,13,11,46,19,13,Male,56,52389,No
Cinnamon,Floyed,8566.00,6637.00,527,622.00,1,Yes,No,7990.00,536.00,2470.00,26,28,80,54,48,59,18,14,54,19,62,57,42,85,19,Male,21,37922,No
Catrina,Casine,7804.00,8527.00,238,1367.00,56,Yes,No,7218.00,8462.00,7885.00,21,18,77,7,25,8,91,27,56,88,11,25,92,67,77,Male,50,5313,Yes
Sky,Vinall,1871.00,6244.00,431,2523.00,68,Yes,No,7123.00,4200.00,7898.00,5,49,50,87,40,56,49,53,24,38,59,38,91,64,79,Female,50,59373,Yes
Marleen,Shoulders,2046.00,3210.00,939,4149.00,75,No,No,2736.00,2087.00,8389.00,15,68,86,50,96,29,60,63,45,7,47,77,11,97,29,Male,62,89167,Yes
Maegan,Baythorp,7125.00,1155.00,64,8603.00,68,Yes,Yes,4621.00,4077.00,3060.00,54,43,86,18,80,12,7,60,46,8,21,25,18,16,80,Male,7,93573,No
Courtenay,Dibdin,4658.00,1293.00,901,468.00,53,Yes,Yes,7056.00,8004.00,3784.00,5,3,65,72,80,66,19,78,35,53,49,86,16,24,57,Female,6,54570,No
Korie,Pengilley,163.00,1641.00,901,6372.00,62,Yes,No,2073.00,6235.00,2379.00,24,61,91,66,18,43,85,81,77,15,44,36,17,32,59,Female,65,23571,Yes
Bartie,Carruthers,2905.00,9652.00,417,9050.00,21,Yes,No,2637.00,3372.00,5324.00,60,55,35,8,52,53,92,27,63,85,64,47,66,36,52,Male,5,20999,No
Karissa,Ismay,7150.00,4241.00,327,9951.00,30,No,Yes,3501.00,1784.00,7125.00,18,89,21,81,61,54,90,38,58,44,22,29,28,65,63,Female,42,24898,Yes
Christiane,Kingston,6265.00,3882.00,619,8522.00,41,No,No,8083.00,1257.00,1196.00,11,44,88,1,47,13,27,45,41,25,70,55,73,29,33,Male,39,62848,Yes
Saudra,Butterfill,1088.00,4261.00,327,2489.00,49,No,No,528.00,977.00,1185.00,44,29,8,19,48,9,95,12,24,20,87,25,22,71,72,Female,16,23864,Yes
Filmore,Feltham,5367.00,8527.00,42,4264.00,93,Yes,No,3842.00,3771.00,9818.00,30,41,66,2,29,44,11,57,23,33,26,22,6,57,49,Male,79,90546,Yes
Renard,Clayborn,5386.00,4069.00,497,2636.00,95,No,No,2107.00,9704.00,5860.00,32,50,53,18,42,34,33,41,17,84,94,92,93,52,40,Male,50,22641,No
Reinaldos,Dugald,7808.00,3747.00,666,7905.00,50,Yes,No,9086.00,812.00,3483.00,78,22,69,94,48,86,14,48,29,87,22,84,43,50,12,Female,67,18630,Yes
Sharla,Luckin,6609.00,5493.00,558,9536.00,75,No,No,6935.00,5912.00,9687.00,8,23,27,12,20,78,24,21,26,64,42,97,46,23,84,Female,13,76096,No
Ruthi,Bone,6246.00,9057.00,485,5532.00,85,No,No,8419.00,7068.00,1002.00,14,7,63,74,100,63,94,78,27,8,37,79,36,27,12,Female,61,32802,No
Justinian,Cordel,9048.00,6795.00,389,1742.00,41,No,Yes,754.00,3443.00,8284.00,5,90,99,100,45,51,19,55,60,33,54,100,76,51,80,Male,7,87489,Yes
Giordano,Vallens,6147.00,5160.00,619,3728.00,64,No,No,7565.00,155.00,9374.00,1,13,11,45,60,49,55,64,80,88,53,52,36,25,75,Female,49,14577,Yes
Rosalinde,Symington,8823.00,9355.00,916,4533.00,7,No,Yes,6070.00,9353.00,4162.00,79,2,35,21,93,71,57,33,20,87,80,68,70,91,9,Female,32,59095,Yes
Jewel,Rolph,6808.00,2774.00,538,2148.00,23,Yes,Yes,4019.00,2287.00,9834.00,30,67,91,58,46,100,9,69,56,24,75,26,82,64,2,Male,4,63462,Yes
Tabbi,Hembry,2988.00,5858.00,720,766.00,41,Yes,No,5623.00,1766.00,3781.00,43,29,37,62,10,92,96,37,54,12,64,37,46,31,45,Female,80,1066,Yes
Ellsworth,Fandrich,4990.00,7315.00,52,9519.00,73,No,Yes,5314.00,2259.00,6205.00,45,72,24,85,34,31,45,55,29,99,76,29,50,91,18,Male,38,4522,No
Magda,Spieck,8882.00,6843.00,432,6696.00,65,No,Yes,8702.00,4666.00,9397.00,83,30,56,34,73,65,67,73,85,14,19,6,24,12,89,Male,37,87468,Yes
Godfree,Rickford,1326.00,2737.00,272,5196.00,55,No,Yes,7343.00,9514.00,8271.00,85,93,85,43,59,30,19,93,61,64,31,89,71,77,62,Male,55,12973,No
Wes,Hubberstey,2060.00,7685.00,964,8575.00,58,Yes,Yes,1705.00,162.00,5421.00,9,47,8,69,66,65,5,86,2,94,30,51,60,83,40,Female,53,24621,Yes
Gayla,Layhe,6556.00,3979.00,450,2058.00,50,Yes,No,799.00,5562.00,2986.00,69,75,49,93,6,31,27,19,61,78,15,84,36,16,87,Female,43,66378,Yes
Esteban,Goldberg,1506.00,6448.00,406,2480.00,89,No,Yes,9453.00,9468.00,6213.00,72,88,89,61,19,35,68,18,41,10,26,57,80,58,20,Male,54,41101,Yes
Quentin,Hambrook,5419.00,5512.00,662,433.00,46,Yes,Yes,599.00,561.00,6703.00,50,100,66,55,21,69,45,54,93,84,77,13,29,96,42,Male,73,47708,Yes
Elyssa,Fullerton,8409.00,5433.00,188,6898.00,80,Yes,Yes,8793.00,3574.00,2342.00,62,100,42,29,79,89,66,59,88,100,55,65,67,16,17,Female,24,58369,Yes
Dolly,Hendin,7451.00,3259.00,874,5557.00,12,No,No,3664.00,4745.00,4128.00,10,24,18,2,74,15,26,93,42,76,66,42,68,28,43,Male,14,83994,No
Margit,Heifer,599.00,4732.00,653,9326.00,95,Yes,Yes,6043.00,9318.00,4273.00,71,15,58,82,19,62,70,49,82,63,49,28,51,96,86,Male,77,97311,No
Danya,Abramchik,2104.00,8834.00,695,5272.00,70,No,Yes,2560.00,9740.00,4975.00,51,77,67,92,76,35,21,56,39,52,80,43,35,100,20,Male,39,9739,No
Poppy,Toynbee,5925.00,4107.00,219,2682.00,34,Yes,No,4991.00,8668.00,2408.00,18,43,21,72,77,33,20,33,85,60,100,26,86,43,66,Female,17,32671,Yes
Kenneth,Draye,6663.00,3617.00,932,3666.00,81,Yes,No,477.00,5232.00,6129.00,39,43,86,16,64,27,88,96,47,77,99,69,1,59,79,Male,41,20688,Yes
Esteban,Rekes,2464.00,5079.00,358,1399.00,28,No,No,4155.00,5907.00,4590.00,95,95,75,27,8,92,72,41,82,1,74,100,10,15,5,Female,1,62991,Yes
Hedwig,Sieghart,9294.00,218.00,795,2209.00,74,No,No,3949.00,3235.00,9243.00,67,32,11,46,55,16,45,41,98,90,38,68,4,77,25,Female,55,69690,No
Rosemonde,Fillery,7248.00,1190.00,366,7451.00,3,No,No,7938.00,1019.00,5906.00,4,71,12,32,79,57,74,42,33,18,23,24,66,80,91,Male,68,44301,Yes
Lovell,Proswell,6936.00,8185.00,640,3130.00,15,No,Yes,8341.00,1200.00,4761.00,30,12,3,77,75,60,80,77,95,79,29,22,84,8,50,Female,31,17599,Yes
Bernadette,Fallon,5237.00,8506.00,381,1911.00,53,No,No,4988.00,5925.00,8170.00,36,4,63,16,96,27,52,26,78,57,68,84,55,46,22,Male,31,59946,No
Leroy,Kleynen,8655.00,9766.00,193,4069.00,87,No,No,117.00,8482.00,2275.00,6,47,18,56,67,60,74,28,8,4,2,5,85,83,81,Male,22,28296,Yes
Alfie,Ritchman,552.00,2589.00,897,5625.00,67,Yes,No,7993.00,8671.00,4577.00,7,54,91,91,56,10,79,93,23,32,57,33,43,43,31,Male,73,97950,No
Nial,Habbes,3363.00,8908.00,194,6388.00,33,Yes,No,3417.00,8781.00,3229.00,97,57,78,57,57,55,91,50,47,46,44,69,76,75,95,Female,42,23644,Yes
Erroll,McKern,5297.00,840.00,0,6672.00,12,Yes,Yes,4073.00,7651.00,4151.00,24,11,6,88,54,25,57,94,39,80,96,72,76,20,62,Male,21,37126,No
Tori,Cominello,4097.00,9768.00,909,5557.00,7,No,Yes,6826.00,4400.00,1567.00,86,7,97,90,88,60,49,65,4,65,75,94,39,48,31,Female,39,81689,No
Jonathon,Tomaskov,5739.00,4601.00,484,9620.00,40,No,No,1763.00,5802.00,7551.00,67,89,68,13,7,24,97,36,66,56,74,15,53,39,87,Female,5,69332,Yes
Charlot,Soitoux,866.00,6324.00,175,1978.00,84,Yes,Yes,8212.00,150.00,2591.00,79,100,44,95,89,7,59,58,1,96,52,20,62,35,73,Male,38,27218,No
Sherline,Crocetto,7863.00,4185.00,300,388.00,57,Yes,No,5026.00,852.00,2364.00,96,97,93,55,26,57,27,91,44,98,27,100,7,37,54,Male,29,4969,No
Mary,Kilgallen,5607.00,4749.00,805,1691.00,40,Yes,No,5415.00,8963.00,6799.00,90,25,55,22,91,14,17,46,65,48,12,6,83,22,68,Female,49,91992,Yes
Meris,Accombe,9151.00,8104.00,992,5859.00,90,Yes,No,633.00,1656.00,8729.00,41,53,43,55,73,20,72,78,97,84,14,20,70,22,88,Female,48,4833,No
Sherilyn,Popplestone,2638.00,8843.00,559,5800.00,35,No,No,219.00,1204.00,3152.00,78,56,28,69,96,91,4,97,96,3,91,63,76,66,1,Male,26,51249,No
Garrick,McLevie,6115.00,2122.00,745,3318.00,23,No,No,9169.00,1676.00,5482.00,13,100,17,82,25,13,47,59,46,75,35,32,76,8,9,Female,23,87438,No
Amalia,Trevena,1928.00,1086.00,336,1547.00,40,Yes,No,8687.00,7852.00,4908.00,99,6,29,75,56,62,22,24,74,2,44,72,48,87,47,Female,68,98819,Yes
Sylvan,Brimblecombe,5818.00,8091.00,997,9530.00,85,No,No,5647.00,7104.00,1333.00,3,52,99,91,58,76,95,95,24,92,65,75,47,16,74,Male,53,73482,No
Retha,Gearing,239.00,4021.00,957,7509.00,82,No,Yes,6782.00,6828.00,3309.00,13,73,59,37,28,3,50,51,57,59,56,30,82,72,64,Female,3,32863,Yes
Francisca,Gendricke,2120.00,7859.00,822,1705.00,27,Yes,Yes,8844.00,5041.00,5534.00,5,71,62,65,22,8,90,85,13,31,26,25,51,22,83,Female,12,76781,Yes
Trip,Sproul,8246.00,8976.00,966,7840.00,64,No,No,2680.00,9714.00,3186.00,56,85,81,76,14,56,44,91,79,59,90,29,8,8,19,Male,17,67245,No
Thomasine,Van Waadenburg,8432.00,1459.00,333,887.00,100,Yes,Yes,7990.00,9314.00,9897.00,89,43,94,28,96,50,2,23,35,27,49,80,75,87,29,Male,43,54759,Yes
Ariel,Huggan,6794.00,555.00,46,9889.00,27,Yes,No,5795.00,182.00,4796.00,82,13,17,94,3,89,35,86,54,4,90,10,36,78,34,Female,32,92353,Yes
Kylila,Humbatch,8236.00,9566.00,545,1113.00,62,Yes,No,4072.00,8194.00,2731.00,2,70,71,87,53,81,3,31,68,28,98,26,99,62,57,Male,57,7390,No
Melicent,Streather,1215.00,8508.00,146,3915.00,51,No,Yes,1896.00,2336.00,5343.00,5,36,94,67,6,89,99,100,63,35,27,92,70,72,15,Female,35,10034,Yes
Roanne,Capaldo,3863.00,8988.00,517,802.00,41,Yes,No,3084.00,1641.00,1365.00,100,42,24,29,35,75,43,82,17,8,61,39,32,46,19,Male,64,43541,Yes
Blakelee,Plover,9475.00,5922.00,32,784.00,36,Yes,Yes,1744.00,4555.00,2127.00,29,22,53,28,66,29,15,94,83,84,20,8,68,21,34,Male,64,19601,No
Dacy,Dobrowlski,2491.00,7697.00,606,4965.00,56,Yes,No,7137.00,4005.00,4385.00,46,70,31,79,88,19,52,97,17,19,13,97,59,88,43,Female,34,58067,Yes
Belia,Attenborrow,8940.00,5485.00,851,6801.00,58,Yes,No,6565.00,1505.00,590.00,41,96,37,49,18,38,68,23,43,25,68,92,9,18,33,Female,19,35503,Yes
Joletta,Berringer,6535.00,8746.00,680,718.00,66,Yes,Yes,5570.00,1174.00,9827.00,91,59,22,79,46,41,50,82,61,79,63,42,2,13,74,Male,22,95390,Yes
Monro,Cartmale,9064.00,5406.00,721,6924.00,64,Yes,No,2339.00,1148.00,6367.00,86,4,73,84,42,29,83,93,2,54,38,20,52,52,11,Female,29,97688,No
Hillary,Catto,1509.00,4293.00,506,8365.00,47,No,No,4330.00,5849.00,9028.00,82,79,72,26,46,17,99,91,66,37,4,95,89,29,59,Female,51,74779,Yes
Mame,Gawen,1377.00,4453.00,727,8793.00,18,No,Yes,7939.00,4720.00,8976.00,10,46,81,11,65,95,17,16,10,78,97,55,51,9,54,Female,15,13891,No
Aridatha,Ambrodi,1559.00,6769.00,550,9433.00,7,No,No,475.00,6920.00,9939.00,37,48,57,70,51,90,59,14,4,16,55,96,75,85,89,Female,58,50273,No
Penelope,Langman,231.00,1620.00,482,7141.00,30,No,Yes,8734.00,4516.00,7733.00,13,54,28,23,63,85,47,59,10,11,73,86,9,79,3,Male,17,1079,No
Valle,Mildenhall,5624.00,1376.00,589,142.00,27,No,Yes,1908.00,767.00,1661.00,82,82,9,14,19,94,87,89,14,92,6,53,20,97,64,Male,79,46642,No
Ellyn,Sears,2693.00,2969.00,104,8899.00,80,Yes,No,2531.00,1066.00,7160.00,81,33,9,31,7,98,74,7,89,29,66,26,9,52,79,Female,21,27779,No
Ollie,Goodnow,8952.00,4641.00,212,5437.00,16,No,Yes,3545.00,4885.00,3736.00,88,43,46,64,81,6,49,45,61,68,44,78,26,26,98,Male,16,76169,Yes
Kaitlin,Maingot,2515.00,7883.00,538,1191.00,63,No,No,4785.00,6717.00,5835.00,43,86,12,35,57,91,26,35,41,11,82,16,70,33,91,Male,73,50135,No
Tab,Dennison,7528.00,2543.00,248,276.00,32,Yes,No,8201.00,5421.00,5751.00,19,88,15,93,44,66,53,57,52,86,14,10,7,89,85,Female,28,58733,No
Robby,Flockhart,2489.00,9328.00,833,1129.00,56,No,No,7872.00,6550.00,2259.00,26,41,9,21,3,99,19,90,67,21,86,53,48,34,76,Female,52,15886,No
Stella,Carver,775.00,8881.00,517,4433.00,32,No,No,8963.00,237.00,3079.00,63,61,80,32,87,38,35,61,13,59,22,71,96,69,30,Male,39,83866,No
Gil,Dimitriev,9674.00,3299.00,453,4857.00,42,Yes,No,5151.00,2763.00,6119.00,39,23,99,97,26,39,61,42,16,66,74,37,75,54,86,Female,69,56969,Yes
Veronica,Walsh,8777.00,3907.00,182,3203.00,75,Yes,No,9794.00,1060.00,5303.00,54,44,56,53,17,21,18,66,29,70,82,13,48,72,16,Female,37,15373,No
Alisun,Blockey,4627.00,7706.00,528,9967.00,92,No,Yes,9970.00,1054.00,2070.00,15,84,47,67,18,16,7,34,67,36,81,21,52,76,11,Male,35,70008,Yes
Frederick,Mollison,3867.00,5757.00,301,7036.00,42,No,No,7372.00,6100.00,4244.00,13,31,44,69,8,48,34,52,18,91,98,47,75,91,84,Male,64,38797,No
Annabella,Dittson,5884.00,9147.00,670,4913.00,100,Yes,Yes,9578.00,7036.00,4163.00,61,27,48,27,56,92,44,72,80,16,41,92,70,83,63,Male,11,34550,Yes
Rosemonde,Amos,5586.00,5859.00,173,3536.00,60,No,No,5544.00,866.00,3528.00,34,40,27,50,45,54,93,65,11,87,9,56,74,37,29,Female,34,72521,No
Jephthah,Suttaby,7345.00,4926.00,863,7008.00,97,Yes,Yes,7893.00,1812.00,3967.00,5,87,76,59,49,43,71,60,64,9,73,17,13,66,5,Male,42,60944,Yes
Vivi,Sedgemond,7917.00,4228.00,790,3625.00,15,No,No,4896.00,7706.00,4760.00,2,40,37,52,62,81,72,16,97,70,99,28,40,98,31,Male,36,36769,No
Lauryn,Cordeau],500.00,6864.00,34,6647.00,24,No,No,5885.00,4102.00,5789.00,74,26,72,33,39,82,54,53,99,33,29,46,65,76,79,Male,40,632,Yes
Odele,De Giorgio,9986.00,7188.00,828,5619.00,46,No,No,8640.00,1088.00,7610.00,25,74,61,9,8,78,56,62,75,80,96,9,40,83,18,Female,26,71486,No
Nevil,Matushevitz,8261.00,5854.00,290,267.00,72,No,Yes,9918.00,1467.00,2347.00,24,41,6,32,2,83,21,1,84,61,14,32,59,41,7,Male,78,90913,Yes
Babb,Scalera,9932.00,1420.00,235,5194.00,68,Yes,Yes,390.00,987.00,1590.00,64,74,16,74,39,59,5,43,58,38,31,11,24,36,89,Female,68,42486,No
Benjy,Syson,3185.00,9373.00,306,5899.00,79,Yes,Yes,8190.00,4384.00,1377.00,30,76,19,65,2,53,4,9,16,62,9,49,2,65,78,Male,77,19113,Yes
Bamby,McCreagh,5491.00,8416.00,213,9914.00,24,Yes,No,2234.00,2189.00,1388.00,18,39,68,62,37,24,56,31,3,79,26,74,52,57,27,Female,56,19074,No
Jorgan,Emmitt,2076.00,185.00,710,3190.00,33,No,Yes,7874.00,106.00,9566.00,34,25,63,34,41,23,23,68,9,83,54,43,36,78,52,Female,36,92947,Yes
Hana,Bagot,3941.00,594.00,177,5939.00,99,No,Yes,7486.00,2447.00,4707.00,92,43,66,72,4,21,36,18,5,55,97,39,53,47,42,Male,53,89749,Yes
Penni,McKelvey,2487.00,8487.00,700,9026.00,71,Yes,Yes,6823.00,991.00,1033.00,29,81,85,41,11,59,99,60,94,81,97,34,43,100,72,Female,38,5133,No
Becki,Klas,8311.00,5537.00,43,6022.00,42,Yes,No,1258.00,809.00,2381.00,29,92,11,39,18,12,67,92,22,93,20,8,3,8,13,Female,75,76943,Yes
Kathryne,McTear,183.00,6620.00,599,8374.00,65,Yes,No,6210.00,7159.00,6200.00,49,11,50,88,60,88,27,27,77,20,12,85,63,72,68,Male,10,98615,No
Artemas,Maydway,320.00,7130.00,744,7964.00,64,No,Yes,6357.00,4464.00,7729.00,99,42,96,5,19,21,31,63,12,84,29,4,75,14,90,Female,46,76403,Yes
Glennie,Reef,7293.00,2278.00,621,7431.00,7,Yes,Yes,6514.00,8020.00,7685.00,75,79,58,29,62,66,77,78,100,67,68,87,43,61,81,Male,3,14061,No
Gerta,Targetter,2753.00,970.00,345,3604.00,14,Yes,No,9057.00,6988.00,4154.00,47,51,10,76,11,55,70,1,84,95,58,26,98,11,12,Male,13,87905,Yes
Cathy,Sedgeworth,2963.00,459.00,413,2264.00,19,Yes,No,9051.00,9036.00,4443.00,78,86,80,77,2,48,21,34,17,13,76,56,28,86,58,Male,2,70491,Yes
Anne,Blayney,3543.00,9911.00,714,9854.00,51,Yes,No,9294.00,6428.00,9888.00,71,19,7,15,37,90,61,55,50,87,90,70,91,66,4,Female,29,68153,No
Guido,Dumbrill,3422.00,7571.00,273,6937.00,89,Yes,Yes,7238.00,4271.00,6415.00,3,90,70,63,38,100,67,27,77,99,34,93,40,3,83,Male,61,38302,No
Daven,Slorach,1991.00,2502.00,178,2229.00,53,No,No,1623.00,3072.00,7719.00,62,99,31,88,27,52,94,67,12,53,31,90,97,53,10,Male,71,85657,No
Merrill,Forkan,5063.00,127.00,827,9392.00,29,No,Yes,9357.00,9793.00,9828.00,14,23,70,14,28,2,54,98,73,63,48,84,54,66,57,Male,16,79464,No
Siobhan,Bohlje,4430.00,8940.00,420,2184.00,78,No,No,7902.00,2267.00,242.00,8,25,28,58,79,83,8,78,55,27,84,11,43,38,7,Female,46,60752,No
Jacquette,Hierro,6728.00,426.00,703,9216.00,87,Yes,Yes,807.00,2541.00,4759.00,20,87,29,31,38,27,94,34,20,9,59,66,14,3,43,Female,26,41612,Yes
Antoine,Patron,126.00,3170.00,336,9452.00,92,No,Yes,4382.00,1415.00,9671.00,92,19,96,45,70,59,42,33,61,78,58,23,56,85,50,Male,9,3844,Yes
Lexi,Bossons,6451.00,7085.00,534,4479.00,42,No,No,2780.00,8805.00,3371.00,38,42,21,36,11,40,44,43,91,37,68,29,43,63,55,Male,65,90815,No
Quinlan,Davison,2681.00,3754.00,260,7358.00,7,Yes,Yes,5360.00,7532.00,6988.00,79,79,96,65,80,8,55,35,82,53,50,81,91,16,36,Female,20,33435,Yes
Elisha,Parzizek,6649.00,2222.00,383,3346.00,13,No,No,8335.00,7730.00,7946.00,35,16,94,68,68,57,90,40,58,78,42,95,54,27,98,Female,62,32418,No
Chrisy,Sanchez,2666.00,4924.00,38,4344.00,45,No,Yes,9382.00,3074.00,7253.00,80,89,91,94,36,83,56,92,99,96,77,32,75,45,29,Female,51,82781,Yes
Chaim,Fairs,4765.00,9028.00,159,5230.00,8,No,Yes,5068.00,8292.00,5218.00,81,99,10,71,16,60,40,18,74,91,53,49,24,87,52,Female,60,84832,No
Chantalle,Farnaby,4043.00,9715.00,910,8353.00,15,No,No,5736.00,7051.00,4379.00,59,58,59,93,73,32,7,73,75,75,76,62,68,94,61,Female,42,62172,No
Jourdan,Henri,6817.00,9039.00,856,205.00,95,No,No,3576.00,5468.00,4315.00,91,57,4,10,97,60,56,100,82,23,92,55,54,31,62,Female,79,14155,Yes
Huey,Janovsky,1796.00,9716.00,663,4336.00,33,Yes,No,8714.00,3042.00,9786.00,22,22,64,48,24,30,43,22,10,43,7,5,91,50,28,Female,60,17793,No
Dani,Fouracres,8205.00,1051.00,628,7345.00,23,No,No,2656.00,5167.00,8393.00,23,90,58,49,2,71,63,52,41,55,89,22,46,86,72,Female,31,25162,No
Hilton,Beart,6426.00,2512.00,953,863.00,69,No,No,8854.00,2241.00,4830.00,40,68,77,47,59,34,56,61,43,27,49,95,38,50,16,Male,33,29934,No
Tonya,Lelande,4740.00,9213.00,48,5603.00,85,Yes,No,686.00,7973.00,1744.00,24,75,99,82,79,86,79,20,6,33,88,23,93,89,41,Female,3,53244,No
Tracy,Pieper,9307.00,5418.00,687,3934.00,75,No,Yes,9538.00,3071.00,5411.00,9,10,10,9,54,44,94,89,25,43,36,68,33,27,58,Female,59,58398,No
Del,McPolin,2092.00,9016.00,678,2545.00,5,No,No,3863.00,8085.00,9406.00,29,93,82,46,97,42,78,34,57,66,62,57,84,56,82,Male,12,26984,No
Henrietta,Sammons,1657.00,6596.00,971,957.00,69,No,Yes,7953.00,655.00,2441.00,98,66,100,12,87,41,64,58,24,33,84,32,48,90,69,Female,38,28221,Yes
Kala,Cullnean,3908.00,8045.00,454,4268.00,9,Yes,No,8608.00,6495.00,6264.00,74,57,87,93,42,76,67,60,32,95,2,57,35,47,79,Female,24,93201,No
Joana,Brabin,5994.00,1738.00,563,1465.00,28,Yes,Yes,3064.00,9679.00,9964.00,24,21,71,11,41,92,49,100,32,43,86,50,48,18,77,Male,76,2308,No
Roxy,Matteris,2500.00,7797.00,575,7707.00,34,Yes,No,6997.00,7208.00,1595.00,86,88,23,69,46,59,77,80,3,58,74,78,39,82,41,Male,43,80943,Yes
Laurena,Mc-Kerley,4039.00,6399.00,846,7076.00,2,No,No,9312.00,3080.00,117.00,90,86,3,27,25,24,62,100,24,88,24,66,25,40,12,Male,37,91251,No
Kent,Duplan,7842.00,6986.00,736,5847.00,29,No,Yes,3542.00,8940.00,5794.00,88,43,79,83,64,96,48,69,61,65,17,70,68,67,44,Male,49,24314,Yes
Edouard,Birds,1255.00,5766.00,645,5068.00,87,Yes,Yes,5733.00,5176.00,9059.00,99,32,73,50,17,40,49,46,27,6,44,54,96,96,90,Female,63,92896,Yes
Liva,Conachie,7059.00,3152.00,734,3182.00,32,No,No,9092.00,3260.00,6288.00,65,8,100,43,37,92,52,37,95,97,83,94,88,56,22,Male,34,26433,No
Sadie,Manuele,6259.00,682.00,952,6562.00,54,No,Yes,6439.00,5571.00,5672.00,48,62,75,66,63,98,70,68,13,9,27,60,19,91,13,Male,74,630,No
Malcolm,Halhead,6557.00,9923.00,648,3585.00,15,Yes,No,9692.00,7516.00,3460.00,66,71,47,63,82,67,17,54,35,55,13,67,33,40,89,Female,6,31334,Yes
Geno,Paffot,1767.00,9318.00,931,691.00,54,Yes,No,366.00,534.00,3517.00,73,99,9,14,44,100,35,13,32,83,75,9,76,26,92,Female,50,75338,No
Abram,Lintill,4612.00,7414.00,709,5842.00,39,Yes,Yes,9544.00,2211.00,1262.00,62,38,51,75,76,89,56,66,25,79,90,69,57,97,5,Male,10,66221,No
Dar,Bartelli,2131.00,9327.00,204,5483.00,36,No,Yes,5074.00,4326.00,809.00,79,41,83,25,2,71,1,10,54,28,57,22,91,22,73,Female,4,23728,Yes
Glennie,Evitt,3785.00,6319.00,679,6728.00,10,No,No,9407.00,4203.00,3679.00,28,70,89,81,48,87,43,75,90,13,11,35,50,65,56,Female,3,34439,No
Arlette,McKissack,6690.00,7914.00,368,8345.00,88,Yes,Yes,9353.00,1684.00,7173.00,6,38,1,77,69,19,79,26,19,63,3,53,47,47,78,Male,71,19677,Yes
Cynthia,Leppingwell,2081.00,5107.00,557,2506.00,79,No,No,5536.00,5732.00,8276.00,26,17,82,11,4,39,28,45,8,26,10,75,45,58,68,Female,4,69931,No
Anna-maria,Bonnor,6294.00,6429.00,532,9167.00,95,No,No,2129.00,6326.00,9588.00,79,60,68,76,18,97,7,31,7,3,36,54,28,21,58,Female,49,97869,Yes
Rebecka,Mourant,7233.00,9076.00,768,6391.00,62,No,No,7519.00,4423.00,7817.00,15,15,67,24,97,94,17,61,58,26,84,70,71,52,93,Male,43,58524,Yes
Algernon,Fewings,6135.00,1946.00,560,4479.00,17,No,No,2509.00,9809.00,9376.00,57,41,58,39,51,52,30,12,17,45,32,33,20,34,92,Male,41,96077,Yes
Agnese,Zavattiero,7063.00,3411.00,605,5691.00,72,Yes,Yes,5208.00,8960.00,4118.00,16,100,20,61,70,90,10,71,13,17,16,74,82,9,81,Female,70,42835,No
Delly,Cockroft,5482.00,5476.00,419,8766.00,9,Yes,Yes,8917.00,8709.00,2332.00,31,83,4,20,20,58,23,16,2,45,65,88,7,92,65,Female,55,41425,No
Debbie,Lambarton,4708.00,7106.00,810,5890.00,63,Yes,No,5967.00,9176.00,7925.00,40,90,61,57,55,33,86,18,44,97,42,34,84,71,44,Male,66,37439,No
Tanner,Browell,5141.00,7805.00,970,6801.00,82,No,Yes,8536.00,6525.00,2700.00,13,48,42,26,66,91,68,88,4,33,78,40,94,42,82,Female,33,10790,No
Reinwald,Connerry,1494.00,983.00,230,1666.00,71,Yes,Yes,3869.00,5030.00,8691.00,28,38,66,64,47,67,6,97,22,23,7,68,74,37,38,Female,39,8373,No
Mommy,Boice,7568.00,5772.00,18,8516.00,83,No,No,192.00,1573.00,6332.00,76,76,56,70,99,88,13,49,48,19,56,3,29,61,14,Female,29,87959,No
Elisha,Keneford,6529.00,1446.00,367,7450.00,63,No,Yes,6431.00,2741.00,4857.00,84,30,97,19,30,66,31,62,79,57,9,44,10,29,57,Male,9,50536,Yes
Archibald,Kulver,2661.00,8717.00,32,3367.00,63,Yes,No,4841.00,2856.00,7712.00,96,75,12,28,30,27,54,35,27,75,40,100,23,50,9,Female,33,54698,No
Dacey,Brew,5384.00,5348.00,513,7387.00,94,Yes,No,3834.00,5361.00,832.00,43,74,98,92,85,7,42,11,48,34,38,14,42,39,72,Male,20,28901,Yes
Junette,Ball,9882.00,9636.00,517,8330.00,60,No,Yes,9986.00,2893.00,109.00,67,26,28,21,86,6,4,24,51,50,6,83,18,58,28,Male,3,52776,No
